ID,Timestamp,WinningTeam,RemainingVillagers,RemainingWerewolves,wa_type,wb_type,va_type,vb_type,vc_type,vd_type,ve_type
1,2025-09-03_14-48-49,W,0,1,,,,
2,2025-09-03_14-49-02,V,1,0,,,,
3,2025-09-03_14-49-18,V,1,0,,,,
4,2025-09-03_14-49-34,W,0,1,,,,
5,2025-09-03_14-49-48,V,1,0,,,,
6,2025-09-03_14-50-01,W,0,2,,,,
